,iso_code,location,date,new_cases_smoothed_per_million,new_deaths,population,new_deaths_smoothed_per_million,new_tests_smoothed_per_thousand,tests_per_case,reproduction_rate,retail_and_recreation,grocery_and_pharmacy,residential,transit_stations,parks,workplaces,new_deaths_per_million
40416,IND,India,2021-05-09,280.613,3769.0,1393409033.0,2.784,1.244,4.4,1.01,-60.143,-20.714,23.714,-45.571,-43.571,-45.714,2.704876967738159
40417,IND,India,2021-05-10,277.806,3876.0,1393409033.0,2.828,1.241,4.5,0.99,-61.429,-22.429,24.286,-47.0,-44.143,-46.429,2.78166705411332
40418,IND,India,2021-05-11,274.349,4205.0,1393409033.0,2.872,1.26,4.6,0.96,-62.286,-23.714,24.571,-48.143,-44.714,-47.0,3.017778628107975
40419,IND,India,2021-05-12,269.253,4120.0,1393409033.0,2.886,1.305,4.8,0.94,-63.0,-24.286,24.857,-49.0,-44.857,-47.571,2.9567771576230335
40420,IND,India,2021-05-13,261.969,4000.0,1393409033.0,2.895,1.299,5.0,0.91,-63.286,-24.286,25.0,-49.429,-44.714,-48.286,2.8706574345854694
40421,IND,India,2021-05-14,254.282,3890.0,1393409033.0,2.864,1.304,5.1,0.89,-63.857,-25.429,25.429,-50.286,-44.857,-50.0,2.791714355134369
40422,IND,India,2021-05-15,244.826,4077.0,1393409033.0,2.864,1.293,5.3,0.87,-64.429,-26.143,25.429,-50.857,-44.857,-50.429,2.92591759020124
40423,IND,India,2021-05-16,236.1,4106.0,1393409033.0,2.899,1.276,5.4,0.86,-65.286,-27.571,25.714,-52.0,-45.143,-51.143,2.9467298566019844
40424,IND,India,2021-05-17,229.292,4329.0,1393409033.0,2.945,1.299,5.7,0.85,-65.429,-28.0,25.571,-52.143,-45.0,-51.143,3.1067690085801245
40425,IND,India,2021-05-18,220.978,4529.0,1393409033.0,2.978,1.301,5.9,0.83,-65.714,-28.857,25.571,-52.571,-45.0,-51.429,3.2503018803093977
40426,IND,India,2021-05-19,212.098,3874.0,1393409033.0,2.953,1.304,6.1,0.82,-65.714,-29.571,25.571,-52.857,-45.143,-51.286,2.7802317253960274
40427,IND,India,2021-05-20,203.528,4209.0,1393409033.0,2.975,1.323,6.5,0.81,-65.857,-30.286,25.571,-53.286,-45.143,-50.857,3.0206492855425604
40428,IND,India,2021-05-21,196.474,4194.0,1393409033.0,3.006,1.342,6.8,0.8,-65.429,-29.714,25.286,-53.0,-44.857,-49.286,3.009884320162865
40429,IND,India,2021-05-22,189.264,3741.0,1393409033.0,2.971,1.381,7.3,0.79,-65.0,-29.286,25.286,-52.714,-44.714,-48.714,2.6847823656960603
40430,IND,India,2021-05-23,183.208,4454.0,1393409033.0,3.007,1.424,7.8,0.79,-64.0,-27.286,24.857,-51.143,-44.0,-47.571,3.1964770534109204
40431,IND,India,2021-05-24,176.328,3511.0,1393409033.0,2.923,1.447,8.2,0.78,-63.429,-26.571,24.714,-50.571,-43.429,-47.0,2.519719563207396
40432,IND,India,2021-05-25,170.339,4157.0,1393409033.0,2.885,1.466,8.6,0.76,-62.857,-26.0,24.571,-50.0,-42.857,-46.286,2.983330738892949
40433,IND,India,2021-05-26,163.694,3847.0,1393409033.0,2.882,1.488,9.1,0.74,-62.571,-25.857,24.571,-49.857,-42.286,-46.429,2.7608547877125753
40434,IND,India,2021-05-27,156.191,3660.0,1393409033.0,2.826,1.498,9.6,0.73,-62.143,-25.429,24.429,-49.429,-41.857,-46.0,2.626651552645705
40435,IND,India,2021-05-28,147.629,3617.0,1393409033.0,2.767,1.499,10.2,0.71,-61.714,-25.0,24.143,-49.143,-41.0,-45.429,2.595791985223911
40436,IND,India,2021-05-29,139.911,3460.0,1393409033.0,2.738,1.501,10.7,0.71,-61.286,-24.429,23.714,-48.714,-40.0,-44.571,2.4831186809164314
40437,IND,India,2021-05-30,132.777,3128.0,1393409033.0,2.602,1.494,11.3,0.7,-61.143,-24.714,23.714,-49.0,-39.143,-44.286,2.2448541138458373
40438,IND,India,2021-05-31,125.711,2795.0,1393409033.0,2.529,1.469,11.7,0.69,-60.143,-23.429,23.286,-48.286,-38.0,-43.429,2.005871882416597
40439,IND,India,2021-06-01,117.906,3207.0,1393409033.0,2.431,1.456,12.3,0.68,-58.714,-21.143,22.714,-47.0,-36.571,-42.429,2.3015495981789003
40440,IND,India,2021-06-02,109.997,2887.0,1393409033.0,2.333,1.563,14.2,0.67,-56.857,-17.857,22.0,-45.143,-34.857,-40.571,2.071897003412063
40441,IND,India,2021-06-03,104.46,2713.0,1393409033.0,2.236,1.724,16.5,0.67,-55.286,-15.429,21.429,-43.714,-33.286,-39.429,1.9470234050075947
40442,IND,India,2021-06-04,99.0,3380.0,1393409033.0,2.211,1.886,19.0,0.67,-53.857,-13.286,21.0,-42.429,-32.286,-38.429,2.425705532224722
40443,IND,India,2021-06-05,93.762,2677.0,1393409033.0,2.131,2.056,21.9,0.67,-53.0,-12.143,20.714,-41.429,-31.571,-37.571,1.9211874880963258
40444,IND,India,2021-06-06,88.42,2427.0,1393409033.0,2.059,2.211,25.0,0.66,-52.429,-11.286,20.429,-40.571,-31.0,-37.143,1.7417713984347338
40445,IND,India,2021-06-07,84.216,2123.0,1393409033.0,1.99,2.201,26.1,0.66,-51.0,-9.0,20.0,-39.143,-30.143,-36.143,1.523601433406238
40446,IND,India,2021-06-08,80.095,2219.0,1393409033.0,1.889,2.196,27.4,0.66,-49.857,-7.286,19.571,-38.0,-29.286,-35.143,1.5924972118362892
40447,IND,India,2021-06-09,75.923,2177.0,1393409033.0,1.816,2.064,27.2,0.66,-48.857,-5.857,19.143,-37.143,-28.571,-34.429,1.5623553087731417
40448,IND,India,2021-06-10,71.815,,1393409033.0,,1.888,26.3,0.66,-47.714,-4.429,18.857,-36.143,-27.857,-33.571,
40449,IND,India,2021-06-11,68.104,4002.0,1393409033.0,1.602,1.723,25.3,0.66,-46.286,-2.429,18.429,-34.857,-27.143,-32.714,2.872092763302762
40450,IND,India,2021-06-12,64.656,3303.0,1393409033.0,1.666,1.544,23.9,0.66,-45.143,-1.0,18.143,-34.0,-26.571,-32.571,2.3704453766089517
40451,IND,India,2021-06-13,61.559,3921.0,1393409033.0,1.819,1.372,22.3,0.66,-44.143,0.143,17.714,-33.0,-25.857,-32.143,2.8139619502524065
40452,IND,India,2021-06-14,58.89,2726.0,1393409033.0,1.881,1.363,23.1,0.66,-43.0,1.429,17.286,-32.0,-25.143,-31.714,1.9563530416699975
40453,IND,India,2021-06-15,55.776,2542.0,1393409033.0,1.914,1.35,24.2,0.66,-42.143,2.143,17.0,-31.286,-24.571,-31.286,1.824302799679066
40454,IND,India,2021-06-16,53.085,2330.0,1393409033.0,1.93,1.344,25.3,0.66,-41.286,2.857,16.571,-30.429,-24.143,-30.857,1.6721579556460362
40455,IND,India,2021-06-17,50.028,1587.0,1393409033.0,2.093,1.337,26.7,0.67,-40.571,3.429,16.143,-29.714,-23.857,-30.429,1.138933337171785
40456,IND,India,2021-06-18,47.611,1647.0,1393409033.0,1.851,1.325,27.8,0.68,-40.0,3.857,15.714,-29.143,-23.429,-30.0,1.1819931986905672
40457,IND,India,2021-06-19,45.293,1571.0,1393409033.0,1.674,1.33,29.4,0.69,-39.429,4.429,15.143,-28.429,-23.0,-29.0,1.1274507074334432
40458,IND,India,2021-06-20,43.553,1427.0,1393409033.0,1.418,1.321,30.3,0.7,-38.857,4.857,14.857,-27.857,-22.571,-28.857,1.0241070397883663
40459,IND,India,2021-06-21,41.725,1167.0,1393409033.0,1.258,1.311,31.4,0.71,-38.143,5.571,14.429,-27.143,-22.0,-28.714,0.8375143065403108
40460,IND,India,2021-06-22,40.559,1358.0,1393409033.0,1.137,1.302,32.1,0.72,-37.429,6.429,14.0,-26.429,-21.571,-28.571,0.974588199041767
40461,IND,India,2021-06-23,39.212,1321.0,1393409033.0,1.033,1.299,33.1,0.73,-36.571,7.286,13.714,-25.571,-21.0,-28.143,0.9480346177718513
40462,IND,India,2021-06-24,38.103,1329.0,1393409033.0,1.007,1.291,33.9,0.74,-35.714,8.286,13.429,-24.714,-20.286,-28.0,0.9537759326410222
40463,IND,India,2021-06-25,36.867,1183.0,1393409033.0,0.959,1.271,34.5,0.75,-34.857,9.143,13.143,-23.857,-19.714,-27.714,0.8489969362786526
40464,IND,India,2021-06-26,36.028,1258.0,1393409033.0,0.927,1.292,35.9,0.77,-34.0,10.143,13.0,-23.0,-19.0,-27.714,0.9028217631771301
40465,IND,India,2021-06-27,35.279,979.0,1393409033.0,0.881,1.358,38.5,0.78,-33.429,10.857,12.857,-22.286,-18.286,-27.0,0.7025934071147937
40466,IND,India,2021-06-28,34.759,907.0,1393409033.0,0.855,1.432,41.2,0.79,-32.714,11.429,12.714,-21.714,-17.857,-26.429,0.6509215732922553
40467,IND,India,2021-06-29,34.257,817.0,1393409033.0,0.799,1.442,42.1,0.8,-32.286,11.571,12.571,-21.286,-17.714,-26.0,0.5863317810140822
40468,IND,India,2021-06-30,33.715,1005.0,1393409033.0,0.767,1.448,43.0,0.81,-32.0,11.571,12.286,-21.0,-17.714,-25.714,0.7212526804395992
40469,IND,India,2021-07-01,33.198,853.0,1393409033.0,0.718,1.455,43.8,0.82,-31.286,12.286,12.0,-20.286,-17.286,-25.286,0.6121676979253514
40470,IND,India,2021-07-02,32.727,738.0,1393409033.0,0.672,1.505,46.0,0.83,-30.714,13.143,12.0,-19.571,-16.857,-24.857,0.5296362966810192
40471,IND,India,2021-07-03,32.013,955.0,1393409033.0,0.641,1.497,46.8,0.84,-30.0,14.286,11.857,-18.571,-16.286,-24.0,0.6853694625072808
40472,IND,India,2021-07-04,31.362,723.0,1393409033.0,0.615,1.434,45.7,0.85,-29.143,15.571,11.714,-17.571,-15.571,-23.857,0.5188713313013236
40473,IND,India,2021-07-05,31.068,553.0,1393409033.0,0.579,1.374,44.2,0.87,-28.286,16.857,11.571,-16.571,-15.0,-23.429,0.3968683903314412
40474,IND,India,2021-07-06,30.841,930.0,1393409033.0,0.59,1.362,44.2,0.88,-27.286,18.143,11.571,-15.571,-14.143,-22.857,0.6674278535411217
40475,IND,India,2021-07-07,30.544,817.0,1393409033.0,0.571,1.357,44.4,0.89,-26.429,19.286,11.571,-14.571,-13.429,-22.429,0.5863317810140822
40476,IND,India,2021-07-08,30.214,911.0,1393409033.0,0.577,1.354,44.8,0.89,-26.0,20.0,11.571,-14.143,-13.143,-21.857,0.6537922307268408
40477,IND,India,2021-07-09,30.076,1206.0,1393409033.0,0.625,1.309,43.5,0.9,-25.429,20.714,11.429,-13.571,-12.714,-21.571,0.8655032165275192
40478,IND,India,2021-07-10,29.915,895.0,1393409033.0,0.619,1.294,43.3,0.9,-24.857,21.143,11.429,-13.0,-12.429,-21.857,0.6423096009884989
40479,IND,India,2021-07-11,29.644,724.0,1393409033.0,0.619,1.295,43.7,0.9,-24.286,21.714,11.429,-12.286,-12.143,-21.429,0.5195889956599701
40480,IND,India,2021-07-12,29.46,2020.0,1393409033.0,0.769,1.286,43.6,0.9,-24.429,21.429,11.429,-12.143,-12.143,-21.571,1.4496820044656622
40481,IND,India,2021-07-13,28.961,622.0,1393409033.0,0.738,1.295,44.7,0.91,-24.571,21.286,11.429,-12.0,-12.286,-21.714,0.4463872310780405
40482,IND,India,2021-07-14,28.535,583.0,1393409033.0,0.714,1.296,45.4,0.91,-24.429,21.429,11.429,-11.857,-12.286,-21.571,0.4183983210908322
40483,IND,India,2021-07-15,28.079,542.0,1393409033.0,0.676,1.311,46.7,0.92,-24.0,21.714,11.286,-11.429,-12.0,-21.429,0.38897408238633113
40484,IND,India,2021-07-16,27.599,560.0,1393409033.0,0.61,1.333,48.3,0.93,-23.857,21.571,11.286,-11.286,-12.0,-21.286,0.4018920408419657
40485,IND,India,2021-07-17,27.563,518.0,1393409033.0,0.571,1.331,48.3,0.94,-23.857,21.571,11.0,-11.143,-12.0,-20.286,0.3717501377788183
40486,IND,India,2021-07-18,27.666,499.0,1393409033.0,0.548,1.34,48.4,0.95,-23.714,21.571,11.0,-11.143,-12.143,-20.0,0.35811451496453733
40487,IND,India,2021-07-19,27.378,374.0,1393409033.0,0.379,1.344,49.1,0.96,-23.857,21.143,11.286,-11.429,-12.714,-19.857,0.2684064701337414
40488,IND,India,2021-07-20,27.701,3998.0,1393409033.0,0.725,1.362,49.2,0.96,-23.571,21.714,11.286,-11.143,-12.714,-19.571,2.869222105868177
40489,IND,India,2021-07-21,27.665,507.0,1393409033.0,0.717,1.355,49.0,0.96,-24.286,20.429,12.0,-12.429,-12.857,-21.714,0.36385582983370823
40490,IND,India,2021-07-22,27.295,483.0,1393409033.0,0.711,1.323,48.5,0.96,-24.857,19.571,12.143,-13.0,-13.286,-21.857,0.3466318852261955
40491,IND,India,2021-07-23,27.4,546.0,1393409033.0,0.71,1.324,48.3,0.97,-25.143,19.143,12.143,-13.143,-13.429,-21.714,0.3918447398209166
40492,IND,India,2021-07-24,27.254,535.0,1393409033.0,0.712,1.287,47.2,0.99,-25.143,19.0,12.286,-13.286,-13.286,-22.143,0.3839504318758066
40493,IND,India,2021-07-25,27.377,416.0,1393409033.0,0.703,1.264,46.2,1.0,-25.143,18.857,12.286,-13.286,-13.143,-22.0,0.29854837319688887
40494,IND,India,2021-07-26,27.336,415.0,1393409033.0,0.707,1.233,45.1,1.01,-24.857,19.286,12.0,-13.0,-12.571,-21.286,0.2978307088382425
40495,IND,India,2021-07-27,27.504,640.0,1393409033.0,0.363,1.212,44.1,1.02,-25.0,18.571,12.0,-13.286,-12.571,-20.857,0.45930518953367516
40496,IND,India,2021-07-28,27.722,640.0,1393409033.0,0.377,1.2,43.3,1.02,-24.429,19.286,11.429,-12.143,-12.857,-18.143,0.45930518953367516
40497,IND,India,2021-07-29,28.633,555.0,1393409033.0,0.384,1.201,42.0,1.03,-24.143,19.571,11.429,-11.857,-13.0,-17.429,0.3983037190487339
40498,IND,India,2021-07-30,28.895,593.0,1393409033.0,0.389,1.201,41.6,1.02,-23.857,19.714,11.429,-11.857,-13.143,-16.857,0.4255749646772959
40499,IND,India,2021-07-31,29.109,541.0,1393409033.0,0.39,1.216,41.8,1.02,-23.286,20.429,11.286,-11.286,-13.143,-15.714,0.3882564180276848
40500,IND,India,2021-08-01,29.188,422.0,1393409033.0,0.39,1.223,41.9,1.01,-22.429,21.714,11.143,-10.571,-12.571,-15.429,0.30285435934876703
40501,IND,India,2021-08-02,29.276,422.0,1393409033.0,0.391,1.251,42.7,1.01,-22.143,22.286,11.143,-10.286,-12.429,-15.286,0.30285435934876703
40502,IND,India,2021-08-03,29.171,562.0,1393409033.0,0.383,1.244,42.6,1.0,-21.429,23.571,11.0,-9.714,-11.857,-15.143,0.40332736955925846
40503,IND,India,2021-08-04,29.117,533.0,1393409033.0,0.372,1.255,43.1,0.99,-20.714,25.0,10.857,-9.0,-11.143,-14.857,0.38251510315851384
40504,IND,India,2021-08-05,29.159,464.0,1393409033.0,0.363,1.257,43.1,0.99,-19.857,26.429,10.714,-8.143,-10.286,-14.571,0.3329962624119145
40505,IND,India,2021-08-06,28.849,617.0,1393409033.0,0.365,1.218,42.2,0.97,-19.143,27.571,10.571,-7.286,-9.714,-14.429,0.4427989092848087
40506,IND,India,2021-08-07,28.566,491.0,1393409033.0,0.36,1.219,42.7,0.96,-18.571,28.429,10.429,-6.714,-9.286,-14.143,0.35237320009536643
40507,IND,India,2021-08-08,28.091,447.0,1393409033.0,0.363,1.212,43.1,0.96,-18.571,28.286,10.571,-6.714,-9.429,-14.0,0.32079596831492624
40508,IND,India,2021-08-09,27.851,373.0,1393409033.0,0.357,1.243,44.6,0.96,-18.0,28.857,10.429,-6.286,-9.0,-13.714,0.2676888057750951
40509,IND,India,2021-08-10,27.413,497.0,1393409033.0,0.351,1.229,44.8,0.96,-17.429,29.571,10.286,-5.714,-8.714,-13.286,0.3566791862472446
40510,IND,India,2021-08-11,27.229,490.0,1393409033.0,0.346,1.221,44.9,0.96,-16.714,30.286,10.0,-5.143,-8.143,-13.0,0.35165553573672004
40511,IND,India,2021-08-12,26.766,585.0,1393409033.0,0.359,1.279,47.8,0.95,-16.429,30.571,9.857,-4.857,-8.0,-12.857,0.41983364980812493
40512,IND,India,2021-08-13,26.77,478.0,1393409033.0,0.345,1.326,49.5,0.95,-16.286,30.714,9.714,-4.714,-7.714,-12.714,0.3430435634329636
40513,IND,India,2021-08-14,26.463,493.0,1393409033.0,0.345,1.372,51.9,0.94,-15.714,31.429,9.714,-4.429,-7.429,-13.286,0.3538085288126592
40514,IND,India,2021-08-15,26.201,417.0,1393409033.0,0.342,1.393,53.2,0.93,-15.286,31.714,9.571,-4.143,-6.571,-13.0,0.2992660375555352
40515,IND,India,2021-08-16,25.889,437.0,1393409033.0,0.348,1.337,51.6,0.93,-15.286,31.714,9.571,-4.143,-6.429,-13.286,0.3136193247284626
40516,IND,India,2021-08-17,25.564,440.0,1393409033.0,0.342,1.369,53.5,0.93,-15.429,31.143,9.571,-4.286,-6.571,-13.286,0.3157723178044016
40517,IND,India,2021-08-18,25.072,530.0,1393409033.0,0.347,1.371,54.7,0.93,-15.714,30.857,9.714,-4.429,-6.857,-13.0,0.38036211008257476
40518,IND,India,2021-08-19,24.708,540.0,1393409033.0,0.342,1.326,53.7,0.94,-15.429,31.429,9.714,-4.143,-6.714,-13.143,0.3875387536690384
40519,IND,India,2021-08-20,24.277,375.0,1393409033.0,0.331,1.356,55.9,0.94,-15.286,31.429,10.0,-4.286,-6.571,-14.714,0.2691241344923878
40520,IND,India,2021-08-21,23.75,403.0,1393409033.0,0.322,1.32,55.6,0.95,-15.0,32.143,9.857,-3.571,-6.286,-14.429,0.28921873653448604
40521,IND,India,2021-08-22,22.944,389.0,1393409033.0,0.319,1.295,56.4,0.97,-14.714,32.429,9.286,-2.286,-5.857,-16.286,0.2791714355134369
40522,IND,India,2021-08-23,22.975,354.0,1393409033.0,0.311,1.307,56.9,1.01,-15.0,31.429,9.143,-2.0,-5.857,-16.571,0.2540531829608141
40523,IND,India,2021-08-24,23.222,648.0,1393409033.0,0.332,1.308,56.3,1.06,-14.857,31.429,9.0,-1.429,-5.429,-16.571,0.46504650440284606
40524,IND,India,2021-08-25,24.223,607.0,1393409033.0,0.34,1.308,54.0,1.11,-14.714,31.286,8.857,-1.143,-5.0,-16.714,0.43562226569834506
40525,IND,India,2021-08-26,25.053,496.0,1393409033.0,0.335,1.315,52.5,1.12,-15.0,30.143,8.857,-1.286,-5.0,-16.429,0.35596152188859825
40526,IND,India,2021-08-27,26.314,509.0,1393409033.0,0.349,1.256,47.7,1.13,-15.143,29.857,8.571,-1.0,-5.143,-14.571,0.36529115855100097
40527,IND,India,2021-08-28,27.763,460.0,1393409033.0,0.355,1.262,45.5,1.12,-15.571,28.714,8.714,-1.714,-5.286,-14.143,0.330125604977329
40528,IND,India,2021-08-29,29.592,380.0,1393409033.0,0.354,1.27,42.9,1.11,-15.429,29.143,9.143,-2.714,-5.714,-11.714,0.2727124562856196
40529,IND,India,2021-08-30,30.153,350.0,1393409033.0,0.354,1.291,42.8,1.08,-15.286,29.714,9.714,-3.429,-5.286,-12.857,0.2511825255262286
40530,IND,India,2021-08-31,30.601,460.0,1393409033.0,0.334,1.246,40.7,1.07,-15.714,29.0,9.857,-4.143,-5.714,-13.0,0.330125604977329
40531,IND,India,2021-09-01,30.696,509.0,1393409033.0,0.324,1.23,40.1,1.06,-15.714,28.857,10.0,-4.286,-6.0,-13.0,0.36529115855100097
40532,IND,India,2021-09-02,30.767,366.0,1393409033.0,0.311,1.203,39.1,1.04,-15.571,29.571,10.0,-4.286,-6.143,-12.714,0.26266515526457046
40533,IND,India,2021-09-03,30.343,330.0,1393409033.0,0.293,1.187,39.1,1.02,-15.429,29.857,10.0,-4.429,-6.286,-12.429,0.23682923835330125
40534,IND,India,2021-09-04,30.105,308.0,1393409033.0,0.277,1.164,38.7,1.01,-15.143,30.286,10.0,-4.286,-6.429,-11.571,0.22104062246308115
40535,IND,India,2021-09-05,29.699,219.0,1393409033.0,0.261,1.17,39.4,0.99,-14.714,31.0,10.143,-4.0,-6.714,-11.429,0.15716849454355444
40536,IND,India,2021-09-06,29.728,290.0,1393409033.0,0.254,1.161,39.0,0.96,-14.571,31.286,9.714,-3.429,-7.286,-9.143,0.20812266400744656
40537,IND,India,2021-09-07,29.309,369.0,1393409033.0,0.245,1.194,40.7,0.94,-14.0,32.429,9.714,-3.0,-7.143,-8.571,0.2648181483405096
40538,IND,India,2021-09-08,28.916,338.0,1393409033.0,0.228,1.206,41.7,0.92,-13.143,34.286,9.429,-2.143,-6.571,-8.143,0.24257055322247217
40539,IND,India,2021-09-09,27.852,260.0,1393409033.0,0.217,1.226,44.0,0.88,-12.286,36.0,9.143,-0.857,-5.714,-8.143,0.18659273324805553
40540,IND,India,2021-09-10,26.905,308.0,1393409033.0,0.214,1.237,46.0,0.86,-12.429,36.0,9.714,-1.143,-5.0,-10.857,0.22104062246308115
40541,IND,India,2021-09-11,25.451,338.0,1393409033.0,0.218,1.226,48.2,0.85,-12.714,35.286,9.857,-1.571,-4.714,-12.571,0.24257055322247217
40542,IND,India,2021-09-12,24.252,219.0,1393409033.0,0.218,1.204,49.7,0.85,-12.714,34.857,9.571,-1.143,-4.286,-12.714,0.15716849454355444
40543,IND,India,2021-09-13,23.656,339.0,1393409033.0,0.223,1.184,50.0,0.86,-12.571,34.571,9.571,-0.857,-4.0,-13.0,0.24328821758111854
40544,IND,India,2021-09-14,22.559,284.0,1393409033.0,0.214,1.154,51.2,0.87,-12.714,34.143,9.571,-0.857,-3.571,-13.143,0.20381667785556834
40545,IND,India,2021-09-15,21.258,431.0,1393409033.0,0.223,1.139,53.6,0.88,-13.143,32.857,9.714,-1.286,-3.571,-13.286,0.3093133385765844
40546,IND,India,2021-09-16,21.199,320.0,1393409033.0,0.23,1.116,52.6,0.91,-13.857,31.0,10.0,-2.143,-3.857,-13.571,0.22965259476683758
40547,IND,India,2021-09-17,21.434,281.0,1393409033.0,0.227,1.089,50.8,0.93,-13.429,31.286,9.429,-1.571,-3.857,-11.286,0.20166368477962923
40548,IND,India,2021-09-18,21.657,309.0,1393409033.0,0.224,1.085,50.1,0.93,-12.714,32.429,9.143,-0.714,-3.286,-9.714,0.22175828682172752
40549,IND,India,2021-09-19,21.965,295.0,1393409033.0,0.232,1.08,49.2,0.93,-12.857,32.571,9.286,-1.0,-2.714,-9.857,0.21171098580067838
40550,IND,India,2021-09-20,22.038,252.0,1393409033.0,0.223,1.088,49.3,0.92,-12.857,32.571,9.286,-1.143,-2.571,-9.571,0.18085141837888458
40551,IND,India,2021-09-21,22.016,383.0,1393409033.0,0.233,1.086,49.3,0.91,-12.857,32.571,9.286,-1.143,-2.857,-9.286,0.2748654493615587
40552,IND,India,2021-09-22,22.155,282.0,1393409033.0,0.218,1.097,49.5,0.91,-13.0,32.286,9.429,-1.429,-3.143,-8.714,0.2023813491382756
40553,IND,India,2021-09-23,21.845,318.0,1393409033.0,0.217,1.093,50.1,0.9,-13.0,32.143,9.429,-1.714,-3.286,-7.857,0.22821726604954484
40554,IND,India,2021-09-24,21.225,290.0,1393409033.0,0.218,1.097,51.7,0.89,-12.857,32.143,9.429,-1.429,-3.429,-7.0,0.20812266400744656
40555,IND,India,2021-09-25,20.974,260.0,1393409033.0,0.213,1.116,53.2,0.88,-12.857,31.857,9.429,-1.429,-3.429,-7.0,0.18659273324805553
40556,IND,India,2021-09-26,20.542,276.0,1393409033.0,0.211,1.118,54.4,0.86,-12.429,32.0,9.429,-1.143,-3.857,-6.286,0.1980753629863974
40557,IND,India,2021-09-27,19.792,179.0,1393409033.0,0.204,1.106,55.9,0.84,-13.286,30.857,9.714,-2.0,-4.429,-6.571,0.12846192019769978
40558,IND,India,2021-09-28,18.962,378.0,1393409033.0,0.203,1.096,57.8,0.83,-13.143,31.143,9.714,-1.857,-4.286,-6.286,0.2712771275683269
40559,IND,India,2021-09-29,18.101,311.0,1393409033.0,0.206,1.097,60.6,0.83,-13.286,31.0,9.714,-2.143,-4.286,-6.286,0.22319361553902026
40560,IND,India,2021-09-30,17.624,277.0,1393409033.0,0.202,1.086,61.6,0.85,-13.0,31.429,9.571,-1.714,-4.0,-6.143,0.19879302734504378
40561,IND,India,2021-10-01,17.085,234.0,1393409033.0,0.196,1.081,63.3,0.85,-12.429,32.143,9.429,-1.0,-3.571,-6.0,0.16793345992324998
40562,IND,India,2021-10-02,16.522,244.0,1393409033.0,0.195,1.059,64.1,0.86,-12.286,32.714,10.0,-1.429,-3.0,-9.286,0.17511010350971365
40563,IND,India,2021-10-03,15.985,180.0,1393409033.0,0.185,1.027,64.2,0.85,-11.714,33.714,9.857,-1.0,-2.286,-9.143,0.12917958455634615
40564,IND,India,2021-10-04,15.939,263.0,1393409033.0,0.193,1.009,63.3,0.85,-10.0,36.286,9.286,0.857,-1.143,-8.143,0.18874572632399464
40565,IND,India,2021-10-05,15.935,278.0,1393409033.0,0.183,0.991,62.2,0.84,-9.286,37.429,9.0,1.571,-0.571,-7.857,0.19951069170369012
40566,IND,India,2021-10-06,15.823,318.0,1393409033.0,0.184,0.959,60.6,0.84,-8.429,39.143,8.857,2.429,0.143,-8.286,0.22821726604954484
40567,IND,India,2021-10-07,15.262,271.0,1393409033.0,0.183,0.995,65.2,0.84,-8.0,40.286,8.857,2.857,0.429,-8.429,0.19448704119316557
40568,IND,India,2021-10-08,14.789,248.0,1393409033.0,0.185,0.981,66.3,0.84,-8.0,40.714,8.714,3.0,0.571,-8.286,0.17798076094429913
40569,IND,India,2021-10-09,14.309,214.0,1393409033.0,0.182,0.955,66.8,0.84,-7.429,41.429,8.143,4.143,0.429,-5.286,0.15358017275032262
40570,IND,India,2021-10-10,14.036,193.0,1393409033.0,0.183,0.957,68.2,0.84,-6.714,42.286,8.0,5.0,0.857,-4.857,0.1385092212187489
40571,IND,India,2021-10-11,13.622,181.0,1393409033.0,0.175,0.962,70.6,0.83,-6.286,42.714,8.0,5.143,1.571,-5.143,0.12989724891499252
40572,IND,India,2021-10-12,13.314,226.0,1393409033.0,0.169,0.989,74.3,0.83,-5.286,44.0,7.857,6.143,3.143,-5.571,0.16219214505407903
40573,IND,India,2021-10-13,12.961,246.0,1393409033.0,0.162,0.98,75.6,0.82,-4.286,45.0,7.571,7.429,5.0,-6.0,0.1765454322270064
40574,IND,India,2021-10-14,12.51,379.0,1393409033.0,0.173,0.923,73.8,0.82,-2.857,46.0,7.429,8.429,7.571,-8.143,0.2719947919269733
40575,IND,India,2021-10-15,12.125,166.0,1393409033.0,0.165,0.902,74.4,0.83,-2.143,45.714,8.286,7.571,10.286,-13.857,0.11913228353529699
40576,IND,India,2021-10-16,11.713,144.0,1393409033.0,0.157,0.874,74.6,0.83,-2.571,44.571,8.286,7.0,10.714,-14.714,0.10334366764507691
40577,IND,India,2021-10-17,11.248,166.0,1393409033.0,0.155,0.855,76.0,0.85,-3.429,42.857,8.286,6.571,10.143,-15.286,0.11913228353529699
40578,IND,India,2021-10-18,11.119,164.0,1393409033.0,0.153,0.85,76.5,0.87,-3.714,41.857,8.286,6.429,9.571,-15.571,0.11769695481800425
40579,IND,India,2021-10-19,10.996,197.0,1393409033.0,0.15,0.827,75.2,0.89,-4.429,40.714,8.714,5.286,8.714,-17.143,0.14137987865333437
40580,IND,India,2021-10-20,10.941,160.0,1393409033.0,0.141,0.827,75.6,0.9,-5.286,39.286,8.857,4.429,7.286,-16.857,0.11482629738341879
40581,IND,India,2021-10-21,10.831,231.0,1393409033.0,0.126,0.828,76.5,0.91,-6.143,38.571,8.857,3.857,5.429,-14.429,0.16578046684731088
