,iso_code,location,date,new_cases_smoothed_per_million,new_deaths,population,new_deaths_smoothed_per_million,new_tests_smoothed_per_thousand,tests_per_case,reproduction_rate,retail_and_recreation,grocery_and_pharmacy,residential,transit_stations,parks,workplaces,new_deaths_per_million
40582,IND,India,2021-10-22,10.866,666.0,1393409033.0,0.177,0.843,77.6,0.91,-6.286,39.429,8.0,4.857,3.286,-8.571,0.47796446285848065
40583,IND,India,2021-10-23,11.047,561.0,1393409033.0,0.22,0.881,79.8,0.92,-5.429,41.0,7.857,5.714,3.143,-7.0,0.4026097052006121
40584,IND,India,2021-10-24,11.12,443.0,1393409033.0,0.248,0.906,81.5,0.91,-5.143,41.857,8.0,5.571,3.0,-6.571,0.31792531088034076
40585,IND,India,2021-10-25,11.055,356.0,1393409033.0,0.268,0.907,82.0,0.91,-4.857,42.714,8.0,5.857,3.286,-5.714,0.2554885116781068
40586,IND,India,2021-10-26,10.935,585.0,1393409033.0,0.308,0.902,82.5,0.9,-4.571,43.143,7.714,6.571,3.286,-3.429,0.41983364980812493
40587,IND,India,2021-10-27,10.699,733.0,1393409033.0,0.367,0.9,84.1,0.9,-4.0,44.0,7.714,6.857,3.429,-2.286,0.5260479748877873
40588,IND,India,2021-10-28,10.552,805.0,1393409033.0,0.425,0.898,85.1,0.89,-3.857,44.143,7.714,6.857,3.429,-2.0,0.5777198087103258
40589,IND,India,2021-10-29,10.345,549.0,1393409033.0,0.413,0.904,87.4,0.89,-3.857,44.143,7.857,6.714,3.286,-1.714,0.39399773289685575
40590,IND,India,2021-10-30,10.03,446.0,1393409033.0,0.402,0.885,88.2,0.88,-3.571,44.571,7.714,7.0,3.429,-0.857,0.32007830395627984
40591,IND,India,2021-10-31,9.846,251.0,1393409033.0,0.382,0.876,89.0,0.88,-2.286,46.714,7.429,8.0,4.143,0.714,0.1801337540202382
40592,IND,India,2021-11-01,9.641,443.0,1393409033.0,0.391,0.864,89.7,0.87,-0.857,49.143,7.429,8.571,4.857,0.0,0.31792531088034076
40593,IND,India,2021-11-02,9.482,311.0,1393409033.0,0.363,0.852,89.8,0.87,1.286,53.429,7.286,10.0,5.857,-0.571,0.22319361553902026
40594,IND,India,2021-11-03,9.147,461.0,1393409033.0,0.335,0.828,90.5,0.87,3.286,57.571,7.286,11.857,7.286,-2.429,0.33084326933597535
40595,IND,India,2021-11-04,8.981,221.0,1393409033.0,0.275,0.805,89.6,0.87,3.571,59.143,8.429,11.143,8.571,-9.0,0.15860382326084718
40596,IND,India,2021-11-05,8.634,392.0,1393409033.0,0.259,0.731,84.7,0.87,3.143,57.429,9.143,10.0,10.0,-15.286,0.281324428589376
40597,IND,India,2021-11-06,8.428,526.0,1393409033.0,0.267,0.708,84.0,0.89,2.571,56.143,9.429,9.857,11.429,-20.571,0.3774914526479893
40598,IND,India,2021-11-07,8.322,266.0,1393409033.0,0.269,0.673,80.9,0.9,1.714,54.429,9.286,10.429,12.429,-24.0,0.19089871939993375
40599,IND,India,2021-11-08,8.292,332.0,1393409033.0,0.257,0.704,85.0,0.92,0.571,52.286,9.143,10.571,13.0,-24.857,0.23826456707059399
40600,IND,India,2021-11-09,8.247,460.0,1393409033.0,0.273,0.719,87.2,0.93,-1.143,48.571,9.143,9.857,13.286,-25.143,0.330125604977329
40601,IND,India,2021-11-10,8.268,340.0,1393409033.0,0.26,0.741,89.6,0.93,-3.0,44.429,9.143,8.429,13.571,-24.857,0.2440058819397649
40602,IND,India,2021-11-11,8.246,501.0,1393409033.0,0.289,0.775,93.9,0.93,-3.571,42.0,8.0,9.143,13.429,-19.571,0.3595498436818301
40603,IND,India,2021-11-12,8.341,555.0,1393409033.0,0.306,0.825,98.9,0.93,-3.143,43.429,7.143,10.714,12.571,-14.143,0.3983037190487339
40604,IND,India,2021-11-13,8.386,285.0,1393409033.0,0.281,0.858,102.3,0.92,-2.714,44.143,7.0,11.0,11.571,-10.714,0.2045343422142147
40605,IND,India,2021-11-14,8.258,125.0,1393409033.0,0.266,0.909,110.1,0.91,-2.143,44.857,7.143,10.857,11.286,-9.429,0.08970804483079592
40606,IND,India,2021-11-15,8.129,197.0,1393409033.0,0.253,0.881,108.4,0.91,-2.0,44.857,7.286,10.857,10.857,-8.571,0.14137987865333437
40607,IND,India,2021-11-16,7.999,301.0,1393409033.0,0.236,0.877,109.6,0.91,-1.857,44.714,7.286,10.714,10.429,-8.0,0.2160169719525566
40608,IND,India,2021-11-17,7.879,470.0,1393409033.0,0.25,0.873,110.8,0.91,-1.714,44.857,7.143,11.0,9.429,-6.714,0.3373022485637927
40609,IND,India,2021-11-18,7.734,459.0,1393409033.0,0.245,0.856,110.6,0.91,-1.571,45.286,7.143,11.429,8.714,-5.857,0.3294079406186826
40610,IND,India,2021-11-19,7.575,267.0,1393409033.0,0.216,0.853,112.6,0.9,-1.571,45.143,7.571,11.0,9.286,-7.571,0.1916163837585801
40611,IND,India,2021-11-20,7.495,313.0,1393409033.0,0.219,0.845,112.7,0.9,-1.429,45.143,7.429,11.286,9.571,-6.714,0.224628944256313
40612,IND,India,2021-11-21,7.317,249.0,1393409033.0,0.231,0.81,110.7,0.88,-1.286,45.0,7.286,11.429,10.143,-6.857,0.17869842530294547
40613,IND,India,2021-11-22,7.185,236.0,1393409033.0,0.235,0.806,112.1,0.88,-1.143,45.143,7.143,11.571,10.429,-6.571,0.16936878864054272
40614,IND,India,2021-11-23,7.091,437.0,1393409033.0,0.249,0.791,111.5,0.88,-1.286,44.857,7.143,11.571,10.429,-6.286,0.3136193247284626
40615,IND,India,2021-11-24,6.804,396.0,1393409033.0,0.242,0.795,116.9,0.88,-1.143,44.857,7.143,11.571,10.571,-6.143,0.2841950860239615
40616,IND,India,2021-11-25,6.747,488.0,1393409033.0,0.245,0.787,116.6,0.89,-0.571,45.286,7.0,11.857,11.0,-5.857,0.3502202070194273
40617,IND,India,2021-11-26,6.543,465.0,1393409033.0,0.265,0.791,120.9,0.89,-0.143,45.857,6.571,12.714,10.857,-3.571,0.33371392677056083
40618,IND,India,2021-11-27,6.368,621.0,1393409033.0,0.296,0.787,123.5,0.9,-0.143,45.857,6.714,12.714,11.0,-3.571,0.4456695667193941
40619,IND,India,2021-11-28,6.349,236.0,1393409033.0,0.295,0.797,125.6,0.89,-0.286,45.857,6.857,12.429,10.857,-3.143,0.16936878864054272
40620,IND,India,2021-11-29,6.289,190.0,1393409033.0,0.29,0.796,126.6,0.91,-0.286,45.714,6.857,12.429,11.0,-3.0,0.1363562281428098
40621,IND,India,2021-11-30,6.255,267.0,1393409033.0,0.273,0.801,128.1,0.93,-0.143,45.857,6.857,12.714,11.286,-3.0,0.1916163837585801
40622,IND,India,2021-12-01,6.321,477.0,1393409033.0,0.281,0.783,123.9,0.93,-0.571,45.286,6.857,12.571,11.0,-3.0,0.34232589907431726
40623,IND,India,2021-12-02,6.185,391.0,1393409033.0,0.271,0.778,125.8,0.93,-0.857,45.0,7.0,12.429,10.429,-2.857,0.28060676423072967
40624,IND,India,2021-12-03,6.214,415.0,1393409033.0,0.266,0.775,124.8,0.93,-0.857,45.429,7.0,12.429,10.429,-2.429,0.2978307088382425
40625,IND,India,2021-12-04,5.315,0.0,1393409033.0,0.203,0.798,150.1,0.93,-0.714,45.714,7.0,12.429,10.143,-1.429,0.0
40626,IND,India,2021-12-05,6.226,3007.0,1393409033.0,0.487,0.802,128.9,1.03,-0.571,46.0,7.143,12.286,9.857,-1.286,2.158016726449627
40627,IND,India,2021-12-06,6.209,220.0,1393409033.0,0.49,0.817,131.6,1.01,-0.429,46.286,7.286,12.286,9.714,-0.857,0.1578861589022008
40628,IND,India,2021-12-07,6.156,195.0,1393409033.0,0.482,0.835,135.6,0.98,-0.143,46.714,7.143,12.571,10.0,-0.286,0.13994454993604163
40629,IND,India,2021-12-08,6.121,159.0,1393409033.0,0.45,0.846,138.2,0.96,0.714,47.857,7.0,13.286,10.857,0.429,0.11410863302477242
40630,IND,India,2021-12-09,6.037,368.0,1393409033.0,0.447,0.865,143.3,0.94,1.143,48.286,6.857,13.714,11.571,1.143,0.2641004839818632
40631,IND,India,2021-12-10,5.974,393.0,1393409033.0,0.445,0.879,147.2,0.93,1.571,48.143,6.571,14.286,11.857,1.714,0.2820420929480224
40632,IND,India,2021-12-11,6.782,562.0,1393409033.0,0.503,0.882,130.0,0.91,2.0,48.571,6.286,14.714,12.714,1.286,0.40332736955925846
40633,IND,India,2021-12-12,5.772,202.0,1393409033.0,0.215,0.878,152.1,0.88,2.429,48.857,6.0,15.571,13.571,2.0,0.14496820044656622
40634,IND,India,2021-12-13,5.666,252.0,1393409033.0,0.218,0.863,152.2,0.89,2.571,48.857,5.714,16.0,14.0,2.571,0.18085141837888458
40635,IND,India,2021-12-14,5.516,247.0,1393409033.0,0.224,0.842,152.7,0.88,2.286,48.429,5.857,15.714,13.571,3.0,0.17726309658565276
40636,IND,India,2021-12-15,5.368,343.0,1393409033.0,0.243,0.839,156.4,0.87,1.857,48.143,5.857,15.429,13.143,3.571,0.24615887501570402
40637,IND,India,2021-12-16,5.27,391.0,1393409033.0,0.245,0.851,161.4,0.86,1.857,48.0,5.857,15.286,12.857,3.857,0.28060676423072967
40638,IND,India,2021-12-17,4.451,0.0,1393409033.0,0.205,0.847,190.3,0.86,1.714,47.571,6.143,14.714,12.429,4.143,0.0
40639,IND,India,2021-12-18,4.376,289.0,1393409033.0,0.177,0.848,193.8,0.97,1.571,47.0,6.286,14.571,11.857,5.571,0.2074049996488002
40640,IND,India,2021-12-19,5.021,396.0,1393409033.0,0.197,0.85,169.3,1.06,1.571,46.571,6.429,13.857,11.429,6.0,0.2841950860239615
40641,IND,India,2021-12-20,4.974,453.0,1393409033.0,0.217,0.865,174.0,1.03,1.571,46.714,6.571,13.429,11.0,6.571,0.3251019544668044
40642,IND,India,2021-12-21,4.906,318.0,1393409033.0,0.225,0.868,176.9,1.01,1.857,46.857,6.571,13.286,11.0,7.0,0.22821726604954484
40643,IND,India,2021-12-22,4.857,434.0,1393409033.0,0.234,0.872,179.6,1.01,2.0,46.857,6.714,13.286,11.0,7.286,0.31146633165252346
40644,IND,India,2021-12-23,4.775,374.0,1393409033.0,0.232,0.861,180.3,1.04,2.286,47.429,6.714,13.571,11.286,7.571,0.2684064701337414
40645,IND,India,2021-12-24,5.512,387.0,1393409033.0,0.272,0.851,154.4,1.09,3.143,48.571,6.571,14.429,12.286,7.143,0.2777361067961442
40646,IND,India,2021-12-25,5.496,162.0,1393409033.0,0.259,0.836,152.1,1.15,3.571,48.429,6.857,14.0,13.857,3.286,0.11626162610071152
40647,IND,India,2021-12-26,4.767,315.0,1393409033.0,0.25,0.809,169.6,1.22,3.143,47.429,6.714,14.143,14.429,3.143,0.22606427297360573
40648,IND,India,2021-12-27,4.873,293.0,1393409033.0,0.234,0.802,164.6,1.36,3.286,47.143,6.714,14.429,15.286,2.429,0.21027565708338566
40649,IND,India,2021-12-28,5.168,302.0,1393409033.0,0.232,0.815,157.8,1.53,2.857,46.143,6.857,14.286,15.571,1.714,0.21673463631120296
40650,IND,India,2021-12-29,5.748,268.0,1393409033.0,0.215,0.809,140.7,1.73,2.571,45.286,7.0,14.0,15.857,0.857,0.19233404811722646
40651,IND,India,2021-12-30,6.785,220.0,1393409033.0,0.2,0.8,117.9,1.93,2.143,44.714,7.143,13.571,16.143,0.143,0.1578861589022008
70929,PAK,Pakistan,2021-03-01,5.801,42.0,225199929.0,0.178,0.172,29.7,1.1,15.0,37.143,-4.857,20.857,16.143,3.143,0.18650094689861113
70930,PAK,Pakistan,2021-03-02,5.922,75.0,225199929.0,0.193,0.171,28.9,1.11,15.571,38.286,-4.857,21.429,16.714,3.286,0.3330374051760914
70931,PAK,Pakistan,2021-03-03,6.023,63.0,225199929.0,0.193,0.168,27.8,1.13,16.286,39.286,-4.857,22.0,17.143,3.429,0.2797514203479167
70932,PAK,Pakistan,2021-03-04,6.047,52.0,225199929.0,0.206,0.168,27.9,1.15,16.857,40.143,-4.857,22.571,17.286,3.571,0.23090593425542333
70933,PAK,Pakistan,2021-03-05,6.3,38.0,225199929.0,0.209,0.166,26.3,1.17,17.571,41.286,-5.0,23.429,18.0,3.714,0.16873895195588628
70934,PAK,Pakistan,2021-03-06,6.683,39.0,225199929.0,0.219,0.165,24.7,1.19,18.143,42.143,-5.0,24.143,18.571,3.571,0.1731794506915675
70935,PAK,Pakistan,2021-03-07,6.81,22.0,225199929.0,0.21,0.165,24.3,1.21,18.714,42.571,-5.0,24.857,19.143,3.429,0.09769097218498679
70936,PAK,Pakistan,2021-03-08,6.93,54.0,225199929.0,0.218,0.163,23.5,1.23,19.0,42.857,-5.143,25.571,19.571,3.571,0.23978693172678575
70937,PAK,Pakistan,2021-03-09,7.183,43.0,225199929.0,0.197,0.167,23.3,1.25,19.286,42.857,-5.286,26.0,19.714,3.714,0.19094144563429236
70938,PAK,Pakistan,2021-03-10,7.652,53.0,225199929.0,0.191,0.171,22.4,1.28,19.429,42.857,-5.286,26.571,20.0,3.857,0.23534643299110455
70939,PAK,Pakistan,2021-03-11,8.363,53.0,225199929.0,0.192,0.169,20.2,1.3,19.143,42.143,-5.286,26.571,19.714,4.0,0.23534643299110455
70940,PAK,Pakistan,2021-03-12,8.759,46.0,225199929.0,0.197,0.17,19.4,1.3,18.857,41.429,-5.143,26.429,19.286,3.857,0.20426294184133603
70941,PAK,Pakistan,2021-03-13,9.32,32.0,225199929.0,0.192,0.172,18.5,1.31,18.857,41.286,-5.143,26.857,19.286,4.143,0.14209595954179896
70942,PAK,Pakistan,2021-03-14,9.739,29.0,225199929.0,0.197,0.174,17.9,1.31,18.571,41.0,-5.0,26.714,18.714,4.143,0.1287744633347553
70943,PAK,Pakistan,2021-03-15,10.474,58.0,225199929.0,0.199,0.179,17.1,1.32,18.143,40.857,-4.714,26.571,18.571,3.857,0.2575489266695106
70944,PAK,Pakistan,2021-03-16,10.832,61.0,225199929.0,0.211,0.18,16.6,1.32,17.571,40.571,-4.429,26.571,18.429,3.429,0.27087042287655433
70945,PAK,Pakistan,2021-03-17,11.617,61.0,225199929.0,0.216,0.181,15.6,1.33,17.0,40.429,-4.143,26.286,18.286,3.0,0.27087042287655433
70946,PAK,Pakistan,2021-03-18,12.091,40.0,225199929.0,0.207,0.182,15.1,1.33,17.0,41.143,-3.857,26.429,18.857,2.714,0.1776199494272487
70947,PAK,Pakistan,2021-03-19,13.067,42.0,225199929.0,0.205,0.183,14.0,1.33,17.0,42.0,-3.714,26.857,19.286,2.857,0.18650094689861113
70948,PAK,Pakistan,2021-03-20,13.703,44.0,225199929.0,0.213,0.183,13.3,1.32,15.143,40.571,-3.429,26.0,18.429,1.429,0.19538194436997358
70949,PAK,Pakistan,2021-03-21,14.602,20.0,225199929.0,0.207,0.183,12.5,1.31,13.0,38.143,-3.286,24.286,16.857,0.286,0.08880997471362435
70950,PAK,Pakistan,2021-03-22,15.083,72.0,225199929.0,0.216,0.183,12.1,1.29,13.429,38.0,-3.143,23.857,16.429,-0.571,0.31971590896904767
70951,PAK,Pakistan,2021-03-23,15.686,30.0,225199929.0,0.196,0.182,11.6,1.28,13.286,36.714,-2.143,22.286,16.0,-7.143,0.1332149620704365
70952,PAK,Pakistan,2021-03-24,15.972,63.0,225199929.0,0.197,0.181,11.3,1.27,13.714,37.143,-2.286,22.857,16.143,-7.143,0.2797514203479167
70953,PAK,Pakistan,2021-03-25,16.555,63.0,225199929.0,0.212,0.18,10.9,1.26,13.857,37.143,-2.143,22.857,16.0,-7.714,0.2797514203479167
70954,PAK,Pakistan,2021-03-26,16.93,67.0,225199929.0,0.228,0.181,10.7,1.26,13.429,36.571,-2.143,22.429,15.571,-8.143,0.29751341529064157
70955,PAK,Pakistan,2021-03-27,17.628,57.0,225199929.0,0.236,0.183,10.4,1.25,13.143,36.143,-2.0,21.857,15.143,-8.143,0.25310842793382937
70956,PAK,Pakistan,2021-03-28,18.171,41.0,225199929.0,0.249,0.185,10.2,1.24,14.143,37.857,-2.0,22.714,15.857,-6.857,0.18206044816292993
70957,PAK,Pakistan,2021-03-29,18.688,100.0,225199929.0,0.267,0.184,9.8,1.22,13.0,37.429,-2.0,22.571,15.571,-6.429,0.44404987356812176
70958,PAK,Pakistan,2021-03-30,19.611,78.0,225199929.0,0.298,0.188,9.6,1.21,12.143,37.714,-2.571,23.143,14.857,-1.0,0.346358901383135
70959,PAK,Pakistan,2021-03-31,20.263,96.0,225199929.0,0.318,0.191,9.4,1.18,11.714,37.429,-2.429,22.286,14.286,-1.286,0.4262878786253969
70960,PAK,Pakistan,2021-04-01,20.813,83.0,225199929.0,0.331,0.199,9.5,1.16,11.286,37.714,-2.429,22.0,13.714,-0.857,0.36856139506154106
70961,PAK,Pakistan,2021-04-02,20.974,84.0,225199929.0,0.342,0.203,9.7,1.15,10.857,38.143,-2.143,21.571,13.143,-1.0,0.37300189379722226
70962,PAK,Pakistan,2021-04-03,21.135,81.0,225199929.0,0.357,0.207,9.8,1.13,10.429,38.429,-2.0,21.0,12.429,-1.429,0.3596803975901786
70963,PAK,Pakistan,2021-04-04,21.007,43.0,225199929.0,0.358,0.214,10.2,1.12,10.286,39.0,-1.857,20.714,12.143,-1.429,0.19094144563429236
70964,PAK,Pakistan,2021-04-05,20.924,103.0,225199929.0,0.36,0.215,10.3,1.1,11.286,40.571,-1.857,21.286,12.714,-1.286,0.45737136977516546
70965,PAK,Pakistan,2021-04-06,20.446,102.0,225199929.0,0.376,0.216,10.5,1.1,12.0,41.429,-2.0,21.429,12.571,-0.286,0.4529308710394842
70966,PAK,Pakistan,2021-04-07,20.671,98.0,225199929.0,0.377,0.214,10.4,1.09,12.429,42.286,-1.857,21.857,12.857,-0.143,0.4351688760967593
70967,PAK,Pakistan,2021-04-08,20.721,105.0,225199929.0,0.391,0.214,10.3,1.09,13.143,43.143,-1.857,22.429,13.286,-0.143,0.46625236724652785
70968,PAK,Pakistan,2021-04-09,20.985,100.0,225199929.0,0.401,0.217,10.3,1.08,13.143,43.0,-1.857,22.571,13.429,-0.286,0.44404987356812176
70969,PAK,Pakistan,2021-04-10,21.004,114.0,225199929.0,0.422,0.216,10.3,1.08,13.571,43.571,-1.857,22.429,13.571,0.0,0.5062168558676587
70970,PAK,Pakistan,2021-04-11,21.169,58.0,225199929.0,0.431,0.21,9.9,1.07,13.857,44.143,-1.857,22.571,13.857,0.143,0.2575489266695106
70971,PAK,Pakistan,2021-04-12,21.401,118.0,225199929.0,0.441,0.211,9.9,1.07,15.143,45.714,-2.0,24.429,14.571,0.286,0.5239788508103836
70972,PAK,Pakistan,2021-04-13,21.717,135.0,225199929.0,0.462,0.214,9.8,1.07,16.0,48.429,-2.0,24.857,15.286,-0.286,0.5994673293169644
70973,PAK,Pakistan,2021-04-14,21.759,118.0,225199929.0,0.474,0.218,10.0,1.07,11.571,44.429,-1.0,20.429,11.571,-1.571,0.5239788508103836
70974,PAK,Pakistan,2021-04-15,21.792,110.0,225199929.0,0.478,0.227,10.4,1.07,7.571,40.286,-0.143,16.143,8.0,-2.286,0.48845486092493395
70975,PAK,Pakistan,2021-04-16,21.689,112.0,225199929.0,0.485,0.233,10.7,1.07,3.429,35.857,0.857,11.143,4.143,-3.429,0.49733585839629635
70976,PAK,Pakistan,2021-04-17,22.372,149.0,225199929.0,0.507,0.244,10.9,1.08,0.143,32.143,1.857,7.143,1.0,-4.143,0.6616343116165015
70977,PAK,Pakistan,2021-04-18,22.732,73.0,225199929.0,0.517,0.256,11.3,1.07,-3.429,28.286,2.857,2.857,-2.857,-4.571,0.32415640770472887
70978,PAK,Pakistan,2021-04-19,23.447,137.0,225199929.0,0.529,0.27,11.5,1.07,-9.0,21.857,4.429,-3.571,-7.143,-6.429,0.6083483267883268
70979,PAK,Pakistan,2021-04-20,24.079,147.0,225199929.0,0.537,0.281,11.7,1.06,-11.857,17.571,5.143,-6.857,-9.571,-6.286,0.6527533141451389
70980,PAK,Pakistan,2021-04-21,24.372,98.0,225199929.0,0.524,0.28,11.5,1.05,-9.571,19.286,4.857,-5.429,-8.143,-5.286,0.4351688760967593
70981,PAK,Pakistan,2021-04-22,24.693,144.0,225199929.0,0.546,0.276,11.2,1.03,-8.286,20.286,4.714,-4.714,-7.286,-4.714,0.6394318179380953
70982,PAK,Pakistan,2021-04-23,25.284,157.0,225199929.0,0.574,0.269,10.6,1.02,-6.714,22.286,4.571,-3.143,-5.857,-4.0,0.6971583015019512
70983,PAK,Pakistan,2021-04-24,24.957,118.0,225199929.0,0.554,0.26,10.4,1.0,-6.0,23.286,4.571,-2.286,-5.143,-3.429,0.5239788508103836
70984,PAK,Pakistan,2021-04-25,24.749,70.0,225199929.0,0.553,0.254,10.3,0.99,-5.714,23.571,4.571,-2.0,-4.714,-3.143,0.3108349114976852
70985,PAK,Pakistan,2021-04-26,24.142,142.0,225199929.0,0.556,0.244,10.1,0.97,-3.857,26.0,4.0,-0.857,-3.714,-1.714,0.6305508204667329
70986,PAK,Pakistan,2021-04-27,24.01,201.0,225199929.0,0.59,0.229,9.5,0.96,-3.714,26.143,4.143,-0.714,-3.571,-2.0,0.8925402458719247
70987,PAK,Pakistan,2021-04-28,23.771,150.0,225199929.0,0.623,0.23,9.7,0.94,-4.286,25.571,4.286,-1.429,-4.0,-2.714,0.6660748103521827
70988,PAK,Pakistan,2021-04-29,23.29,131.0,225199929.0,0.615,0.229,9.8,0.92,-4.429,26.0,4.571,-1.571,-3.857,-3.571,0.5817053343742395
70989,PAK,Pakistan,2021-04-30,22.522,146.0,225199929.0,0.608,0.226,10.1,0.91,-5.143,25.571,4.714,-1.857,-4.143,-4.429,0.6483128154094577
70990,PAK,Pakistan,2021-05-01,21.762,113.0,225199929.0,0.605,0.224,10.3,0.89,-6.143,24.714,5.286,-3.143,-4.857,-8.714,0.5017763571319775
70991,PAK,Pakistan,2021-05-02,21.374,79.0,225199929.0,0.61,0.218,10.2,0.88,-6.429,24.857,5.286,-3.143,-4.714,-9.0,0.3507994001188162
70992,PAK,Pakistan,2021-05-03,20.67,161.0,225199929.0,0.622,0.215,10.4,0.87,-5.571,26.429,5.286,-2.571,-4.0,-9.429,0.714920296444676
70993,PAK,Pakistan,2021-05-04,17.313,0.0,225199929.0,0.495,0.211,12.2,0.86,-4.714,28.0,5.143,-1.429,-3.143,-10.143,0.0
70994,PAK,Pakistan,2021-05-05,16.446,119.0,225199929.0,0.475,0.208,12.7,0.89,-2.857,30.714,4.857,0.286,-1.857,-10.143,0.5284193495460648
70995,PAK,Pakistan,2021-05-06,18.592,248.0,225199929.0,0.549,0.202,10.8,0.92,0.0,34.571,4.429,3.286,0.0,-10.143,1.101243686448942
70996,PAK,Pakistan,2021-05-07,18.219,120.0,225199929.0,0.533,0.199,10.9,0.9,3.429,39.143,4.0,7.0,1.857,-9.429,0.532859848281746
70997,PAK,Pakistan,2021-05-08,17.821,118.0,225199929.0,0.536,0.199,11.1,0.88,4.857,41.429,3.286,9.0,2.857,-6.143,0.5239788508103836
70998,PAK,Pakistan,2021-05-09,17.335,78.0,225199929.0,0.535,0.196,11.3,0.86,3.714,40.143,3.429,8.429,1.857,-8.0,0.346358901383135
70999,PAK,Pakistan,2021-05-10,17.149,113.0,225199929.0,0.505,0.191,11.1,0.84,0.0,36.286,4.714,5.571,0.286,-14.0,0.5017763571319775
71000,PAK,Pakistan,2021-05-11,18.977,104.0,225199929.0,0.571,0.191,10.1,0.83,-2.857,33.857,5.857,3.143,-0.857,-19.714,0.46181186851084666
71001,PAK,Pakistan,2021-05-12,18.439,126.0,225199929.0,0.575,0.191,10.3,0.81,-5.429,31.857,7.286,1.143,-2.143,-27.0,0.5595028406958334
71002,PAK,Pakistan,2021-05-13,14.647,48.0,225199929.0,0.448,0.186,12.7,0.8,-8.286,25.429,7.429,-1.714,0.286,-36.429,0.21314393931269845
71003,PAK,Pakistan,2021-05-14,13.011,83.0,225199929.0,0.425,0.177,13.6,0.81,-11.286,18.571,8.143,-6.143,0.857,-45.286,0.36856139506154106
71004,PAK,Pakistan,2021-05-15,12.119,76.0,225199929.0,0.398,0.166,13.7,0.83,-12.0,14.714,8.286,-6.714,2.429,-52.571,0.33747790391177257
71005,PAK,Pakistan,2021-05-16,11.982,74.0,225199929.0,0.396,0.161,13.4,0.86,-10.429,14.571,7.429,-3.714,4.714,-54.571,0.32859690644041006
71006,PAK,Pakistan,2021-05-17,11.654,135.0,225199929.0,0.41,0.16,13.7,0.89,-6.0,18.286,5.714,2.0,7.714,-48.857,0.5994673293169644
71007,PAK,Pakistan,2021-05-18,11.892,104.0,225199929.0,0.41,0.154,13.0,0.91,-2.143,21.143,4.0,7.0,10.286,-42.143,0.46181186851084666
71008,PAK,Pakistan,2021-05-19,12.489,131.0,225199929.0,0.413,0.153,12.3,0.92,1.0,23.143,2.286,11.143,13.0,-34.143,0.5817053343742395
71009,PAK,Pakistan,2021-05-20,12.84,102.0,225199929.0,0.447,0.161,12.5,0.92,3.286,27.857,2.0,14.0,11.143,-23.857,0.4529308710394842
71010,PAK,Pakistan,2021-05-21,14.411,88.0,225199929.0,0.45,0.174,12.1,0.92,6.429,33.714,1.0,18.857,12.0,-14.0,0.39076388873994716
71011,PAK,Pakistan,2021-05-22,14.858,74.0,225199929.0,0.449,0.194,13.1,0.9,8.571,38.143,0.286,22.429,12.429,-5.286,0.32859690644041006
71012,PAK,Pakistan,2021-05-23,14.741,57.0,225199929.0,0.438,0.213,14.4,0.89,11.143,42.0,0.143,24.857,14.286,-0.571,0.25310842793382937
71013,PAK,Pakistan,2021-05-24,14.542,92.0,225199929.0,0.411,0.226,15.6,0.87,12.286,43.429,0.0,26.0,15.143,1.0,0.40852588368267206
71014,PAK,Pakistan,2021-05-25,14.205,65.0,225199929.0,0.386,0.237,16.7,0.86,12.857,44.0,0.0,26.571,15.714,2.0,0.2886324178192792
71015,PAK,Pakistan,2021-05-26,13.265,75.0,225199929.0,0.351,0.248,18.7,0.84,13.0,43.857,-0.143,26.857,15.857,2.571,0.3330374051760914
71016,PAK,Pakistan,2021-05-27,12.892,67.0,225199929.0,0.329,0.256,19.8,0.83,13.571,44.429,-0.429,27.714,16.143,3.286,0.29751341529064157
71017,PAK,Pakistan,2021-05-28,11.908,73.0,225199929.0,0.319,0.256,21.5,0.82,13.429,44.143,-0.571,27.714,16.286,3.286,0.32415640770472887
71018,PAK,Pakistan,2021-05-29,11.662,56.0,225199929.0,0.308,0.251,21.5,0.81,14.286,45.571,-0.714,28.286,17.286,3.714,0.24866792919814817
71019,PAK,Pakistan,2021-05-30,11.072,43.0,225199929.0,0.299,0.247,22.3,0.8,14.714,46.286,-0.571,28.143,17.571,4.0,0.19094144563429236
71020,PAK,Pakistan,2021-05-31,10.766,71.0,225199929.0,0.285,0.243,22.6,0.78,15.286,46.857,-0.714,27.857,17.857,4.429,0.31527541023336647
71021,PAK,Pakistan,2021-06-01,10.207,80.0,225199929.0,0.295,0.244,23.9,0.77,17.0,49.143,-1.0,28.571,19.286,4.857,0.3552398988544974
71022,PAK,Pakistan,2021-06-02,9.765,92.0,225199929.0,0.306,0.236,24.2,0.76,18.714,51.429,-1.286,29.714,20.714,5.429,0.40852588368267206
71023,PAK,Pakistan,2021-06-03,9.391,83.0,225199929.0,0.316,0.229,24.4,0.75,20.286,53.429,-1.429,31.0,22.571,5.857,0.36856139506154106
71024,PAK,Pakistan,2021-06-04,9.054,84.0,225199929.0,0.323,0.23,25.4,0.75,21.571,54.857,-1.571,32.286,24.0,6.429,0.37300189379722226
71025,PAK,Pakistan,2021-06-05,8.376,76.0,225199929.0,0.336,0.227,27.1,0.74,22.714,56.0,-1.714,33.571,25.143,6.714,0.33747790391177257
