"Notes"	"State of Residence"	"State of Residence Code"	"Month"	"Month Code"	"Year"	"Year Code"	Births
"Total"	"Tennessee"	"47"	"November"	"11"			46090
	"Tennessee"	"47"	"December"	"12"	"2016"	"2016"	6698
	"Tennessee"	"47"	"December"	"12"	"2017"	"2017"	6660
	"Tennessee"	"47"	"December"	"12"	"2018"	"2018"	6638
	"Tennessee"	"47"	"December"	"12"	"2019"	"2019"	6853
	"Tennessee"	"47"	"December"	"12"	"2020"	"2020"	6794
	"Tennessee"	"47"	"December"	"12"	"2021"	"2021"	7136
	"Tennessee"	"47"	"December"	"12"	"2022"	"2022"	7276
"Total"	"Tennessee"	"47"	"December"	"12"			48055
"Total"	"Tennessee"	"47"					565695
	"Texas"	"48"	"January"	"1"	"2016"	"2016"	32147
	"Texas"	"48"	"January"	"1"	"2017"	"2017"	31612
	"Texas"	"48"	"January"	"1"	"2018"	"2018"	31911
	"Texas"	"48"	"January"	"1"	"2019"	"2019"	31581
	"Texas"	"48"	"January"	"1"	"2020"	"2020"	31514
	"Texas"	"48"	"January"	"1"	"2021"	"2021"	28426
	"Texas"	"48"	"January"	"1"	"2022"	"2022"	31375
"Total"	"Texas"	"48"	"January"	"1"			218566
	"Texas"	"48"	"February"	"2"	"2016"	"2016"	30502
	"Texas"	"48"	"February"	"2"	"2017"	"2017"	28586
	"Texas"	"48"	"February"	"2"	"2018"	"2018"	28552
	"Texas"	"48"	"February"	"2"	"2019"	"2019"	27908
	"Texas"	"48"	"February"	"2"	"2020"	"2020"	28462
	"Texas"	"48"	"February"	"2"	"2021"	"2021"	26792
	"Texas"	"48"	"February"	"2"	"2022"	"2022"	28856
"Total"	"Texas"	"48"	"February"	"2"			199658
	"Texas"	"48"	"March"	"3"	"2016"	"2016"	32876
	"Texas"	"48"	"March"	"3"	"2017"	"2017"	31048
	"Texas"	"48"	"March"	"3"	"2018"	"2018"	30737
	"Texas"	"48"	"March"	"3"	"2019"	"2019"	29472
	"Texas"	"48"	"March"	"3"	"2020"	"2020"	30309
	"Texas"	"48"	"March"	"3"	"2021"	"2021"	30340
	"Texas"	"48"	"March"	"3"	"2022"	"2022"	32268
"Total"	"Texas"	"48"	"March"	"3"			217050
	"Texas"	"48"	"April"	"4"	"2016"	"2016"	30713
	"Texas"	"48"	"April"	"4"	"2017"	"2017"	28879
	"Texas"	"48"	"April"	"4"	"2018"	"2018"	28814
	"Texas"	"48"	"April"	"4"	"2019"	"2019"	29527
	"Texas"	"48"	"April"	"4"	"2020"	"2020"	29011
	"Texas"	"48"	"April"	"4"	"2021"	"2021"	28647
	"Texas"	"48"	"April"	"4"	"2022"	"2022"	29814
"Total"	"Texas"	"48"	"April"	"4"			205405
	"Texas"	"48"	"May"	"5"	"2016"	"2016"	32164
	"Texas"	"48"	"May"	"5"	"2017"	"2017"	31172
	"Texas"	"48"	"May"	"5"	"2018"	"2018"	31014
	"Texas"	"48"	"May"	"5"	"2019"	"2019"	31399
	"Texas"	"48"	"May"	"5"	"2020"	"2020"	29461
	"Texas"	"48"	"May"	"5"	"2021"	"2021"	29387
	"Texas"	"48"	"May"	"5"	"2022"	"2022"	30452
"Total"	"Texas"	"48"	"May"	"5"			215049
	"Texas"	"48"	"June"	"6"	"2016"	"2016"	33164
	"Texas"	"48"	"June"	"6"	"2017"	"2017"	31570
	"Texas"	"48"	"June"	"6"	"2018"	"2018"	31240
	"Texas"	"48"	"June"	"6"	"2019"	"2019"	30086
	"Texas"	"48"	"June"	"6"	"2020"	"2020"	29663
	"Texas"	"48"	"June"	"6"	"2021"	"2021"	31080
	"Texas"	"48"	"June"	"6"	"2022"	"2022"	32148
"Total"	"Texas"	"48"	"June"	"6"			218951
	"Texas"	"48"	"July"	"7"	"2016"	"2016"	34136
	"Texas"	"48"	"July"	"7"	"2017"	"2017"	32582
	"Texas"	"48"	"July"	"7"	"2018"	"2018"	32772
	"Texas"	"48"	"July"	"7"	"2019"	"2019"	33653
	"Texas"	"48"	"July"	"7"	"2020"	"2020"	32483
	"Texas"	"48"	"July"	"7"	"2021"	"2021"	33019
	"Texas"	"48"	"July"	"7"	"2022"	"2022"	33486
"Total"	"Texas"	"48"	"July"	"7"			232131
	"Texas"	"48"	"August"	"8"	"2016"	"2016"	36329
	"Texas"	"48"	"August"	"8"	"2017"	"2017"	35028
	"Texas"	"48"	"August"	"8"	"2018"	"2018"	34415
	"Texas"	"48"	"August"	"8"	"2019"	"2019"	34444
	"Texas"	"48"	"August"	"8"	"2020"	"2020"	32708
	"Texas"	"48"	"August"	"8"	"2021"	"2021"	33864
	"Texas"	"48"	"August"	"8"	"2022"	"2022"	36498
"Total"	"Texas"	"48"	"August"	"8"			243286
	"Texas"	"48"	"September"	"9"	"2016"	"2016"	35356
	"Texas"	"48"	"September"	"9"	"2017"	"2017"	34122
	"Texas"	"48"	"September"	"9"	"2018"	"2018"	32903
	"Texas"	"48"	"September"	"9"	"2019"	"2019"	33262
	"Texas"	"48"	"September"	"9"	"2020"	"2020"	32451
	"Texas"	"48"	"September"	"9"	"2021"	"2021"	33904
	"Texas"	"48"	"September"	"9"	"2022"	"2022"	33875
"Total"	"Texas"	"48"	"September"	"9"			235873
	"Texas"	"48"	"October"	"10"	"2016"	"2016"	33970
	"Texas"	"48"	"October"	"10"	"2017"	"2017"	33358
	"Texas"	"48"	"October"	"10"	"2018"	"2018"	33292
	"Texas"	"48"	"October"	"10"	"2019"	"2019"	33432
	"Texas"	"48"	"October"	"10"	"2020"	"2020"	31956
	"Texas"	"48"	"October"	"10"	"2021"	"2021"	32661
	"Texas"	"48"	"October"	"10"	"2022"	"2022"	33019
"Total"	"Texas"	"48"	"October"	"10"			231688
	"Texas"	"48"	"November"	"11"	"2016"	"2016"	33166
	"Texas"	"48"	"November"	"11"	"2017"	"2017"	32146
	"Texas"	"48"	"November"	"11"	"2018"	"2018"	31561
	"Texas"	"48"	"November"	"11"	"2019"	"2019"	30458
	"Texas"	"48"	"November"	"11"	"2020"	"2020"	29808
	"Texas"	"48"	"November"	"11"	"2021"	"2021"	32111
	"Texas"	"48"	"November"	"11"	"2022"	"2022"	33353
"Total"	"Texas"	"48"	"November"	"11"			222603
	"Texas"	"48"	"December"	"12"	"2016"	"2016"	33524
	"Texas"	"48"	"December"	"12"	"2017"	"2017"	31947
	"Texas"	"48"	"December"	"12"	"2018"	"2018"	31413
	"Texas"	"48"	"December"	"12"	"2019"	"2019"	32377
	"Texas"	"48"	"December"	"12"	"2020"	"2020"	30364
	"Texas"	"48"	"December"	"12"	"2021"	"2021"	33363
	"Texas"	"48"	"December"	"12"	"2022"	"2022"	34597
"Total"	"Texas"	"48"	"December"	"12"			227585
"Total"	"Texas"	"48"					2667845
	"Utah"	"49"	"January"	"1"	"2016"	"2016"	3809
	"Utah"	"49"	"January"	"1"	"2017"	"2017"	3753
	"Utah"	"49"	"January"	"1"	"2018"	"2018"	3706
	"Utah"	"49"	"January"	"1"	"2019"	"2019"	3765
	"Utah"	"49"	"January"	"1"	"2020"	"2020"	3682
	"Utah"	"49"	"January"	"1"	"2021"	"2021"	3346
	"Utah"	"49"	"January"	"1"	"2022"	"2022"	3553
"Total"	"Utah"	"49"	"January"	"1"			25614
	"Utah"	"49"	"February"	"2"	"2016"	"2016"	3842
	"Utah"	"49"	"February"	"2"	"2017"	"2017"	3617
	"Utah"	"49"	"February"	"2"	"2018"	"2018"	3528
	"Utah"	"49"	"February"	"2"	"2019"	"2019"	3529
	"Utah"	"49"	"February"	"2"	"2020"	"2020"	3531
	"Utah"	"49"	"February"	"2"	"2021"	"2021"	3427
	"Utah"	"49"	"February"	"2"	"2022"	"2022"	3404
"Total"	"Utah"	"49"	"February"	"2"			24878
	"Utah"	"49"	"March"	"3"	"2016"	"2016"	4401
	"Utah"	"49"	"March"	"3"	"2017"	"2017"	4162
	"Utah"	"49"	"March"	"3"	"2018"	"2018"	3951
	"Utah"	"49"	"March"	"3"	"2019"	"2019"	3922
	"Utah"	"49"	"March"	"3"	"2020"	"2020"	3995
	"Utah"	"49"	"March"	"3"	"2021"	"2021"	4101
	"Utah"	"49"	"March"	"3"	"2022"	"2022"	4032
"Total"	"Utah"	"49"	"March"	"3"			28564
	"Utah"	"49"	"April"	"4"	"2016"	"2016"	4306
	"Utah"	"49"	"April"	"4"	"2017"	"2017"	4010
	"Utah"	"49"	"April"	"4"	"2018"	"2018"	3920
	"Utah"	"49"	"April"	"4"	"2019"	"2019"	3815
	"Utah"	"49"	"April"	"4"	"2020"	"2020"	3882
	"Utah"	"49"	"April"	"4"	"2021"	"2021"	3908
	"Utah"	"49"	"April"	"4"	"2022"	"2022"	3822
"Total"	"Utah"	"49"	"April"	"4"			27663
	"Utah"	"49"	"May"	"5"	"2016"	"2016"	4438
	"Utah"	"49"	"May"	"5"	"2017"	"2017"	4363
	"Utah"	"49"	"May"	"5"	"2018"	"2018"	4120
	"Utah"	"49"	"May"	"5"	"2019"	"2019"	4178
	"Utah"	"49"	"May"	"5"	"2020"	"2020"	3880
	"Utah"	"49"	"May"	"5"	"2021"	"2021"	4097
	"Utah"	"49"	"May"	"5"	"2022"	"2022"	3921
"Total"	"Utah"	"49"	"May"	"5"			28997
	"Utah"	"49"	"June"	"6"	"2016"	"2016"	4446
	"Utah"	"49"	"June"	"6"	"2017"	"2017"	4367
	"Utah"	"49"	"June"	"6"	"2018"	"2018"	4050
	"Utah"	"49"	"June"	"6"	"2019"	"2019"	3966
	"Utah"	"49"	"June"	"6"	"2020"	"2020"	4114
	"Utah"	"49"	"June"	"6"	"2021"	"2021"	4216
	"Utah"	"49"	"June"	"6"	"2022"	"2022"	3946
"Total"	"Utah"	"49"	"June"	"6"			29105
	"Utah"	"49"	"July"	"7"	"2016"	"2016"	4412
	"Utah"	"49"	"July"	"7"	"2017"	"2017"	4307
	"Utah"	"49"	"July"	"7"	"2018"	"2018"	4246
	"Utah"	"49"	"July"	"7"	"2019"	"2019"	4416
	"Utah"	"49"	"July"	"7"	"2020"	"2020"	4218
	"Utah"	"49"	"July"	"7"	"2021"	"2021"	4197
	"Utah"	"49"	"July"	"7"	"2022"	"2022"	4082
"Total"	"Utah"	"49"	"July"	"7"			29878
	"Utah"	"49"	"August"	"8"	"2016"	"2016"	4695
	"Utah"	"49"	"August"	"8"	"2017"	"2017"	4416
	"Utah"	"49"	"August"	"8"	"2018"	"2018"	4322
	"Utah"	"49"	"August"	"8"	"2019"	"2019"	4130
	"Utah"	"49"	"August"	"8"	"2020"	"2020"	4022
	"Utah"	"49"	"August"	"8"	"2021"	"2021"	4153
	"Utah"	"49"	"August"	"8"	"2022"	"2022"	4044
"Total"	"Utah"	"49"	"August"	"8"			29782
	"Utah"	"49"	"September"	"9"	"2016"	"2016"	4320
	"Utah"	"49"	"September"	"9"	"2017"	"2017"	4094
	"Utah"	"49"	"September"	"9"	"2018"	"2018"	3908
	"Utah"	"49"	"September"	"9"	"2019"	"2019"	3985
	"Utah"	"49"	"September"	"9"	"2020"	"2020"	3805
	"Utah"	"49"	"September"	"9"	"2021"	"2021"	4015
	"Utah"	"49"	"September"	"9"	"2022"	"2022"	3765
"Total"	"Utah"	"49"	"September"	"9"			27892
	"Utah"	"49"	"October"	"10"	"2016"	"2016"	4135
	"Utah"	"49"	"October"	"10"	"2017"	"2017"	3946
	"Utah"	"49"	"October"	"10"	"2018"	"2018"	4145
	"Utah"	"49"	"October"	"10"	"2019"	"2019"	4068
	"Utah"	"49"	"October"	"10"	"2020"	"2020"	3779
	"Utah"	"49"	"October"	"10"	"2021"	"2021"	3838
	"Utah"	"49"	"October"	"10"	"2022"	"2022"	3804
"Total"	"Utah"	"49"	"October"	"10"			27715
	"Utah"	"49"	"November"	"11"	"2016"	"2016"	3822
	"Utah"	"49"	"November"	"11"	"2017"	"2017"	3835
	"Utah"	"49"	"November"	"11"	"2018"	"2018"	3686
	"Utah"	"49"	"November"	"11"	"2019"	"2019"	3508
	"Utah"	"49"	"November"	"11"	"2020"	"2020"	3367
	"Utah"	"49"	"November"	"11"	"2021"	"2021"	3656
	"Utah"	"49"	"November"	"11"	"2022"	"2022"	3698
"Total"	"Utah"	"49"	"November"	"11"			25572
	"Utah"	"49"	"December"	"12"	"2016"	"2016"	3838
	"Utah"	"49"	"December"	"12"	"2017"	"2017"	3715
	"Utah"	"49"	"December"	"12"	"2018"	"2018"	3627
	"Utah"	"49"	"December"	"12"	"2019"	"2019"	3544
	"Utah"	"49"	"December"	"12"	"2020"	"2020"	3427
	"Utah"	"49"	"December"	"12"	"2021"	"2021"	3758
	"Utah"	"49"	"December"	"12"	"2022"	"2022"	3697
"Total"	"Utah"	"49"	"December"	"12"			25606
"Total"	"Utah"	"49"					331266
	"Vermont"	"50"	"January"	"1"	"2016"	"2016"	416
	"Vermont"	"50"	"January"	"1"	"2017"	"2017"	501
	"Vermont"	"50"	"January"	"1"	"2018"	"2018"	420
	"Vermont"	"50"	"January"	"1"	"2019"	"2019"	423
	"Vermont"	"50"	"January"	"1"	"2020"	"2020"	426
	"Vermont"	"50"	"January"	"1"	"2021"	"2021"	400
	"Vermont"	"50"	"January"	"1"	"2022"	"2022"	452
"Total"	"Vermont"	"50"	"January"	"1"			3038
	"Vermont"	"50"	"February"	"2"	"2016"	"2016"	454
	"Vermont"	"50"	"February"	"2"	"2017"	"2017"	379
	"Vermont"	"50"	"February"	"2"	"2018"	"2018"	385
	"Vermont"	"50"	"February"	"2"	"2019"	"2019"	396
	"Vermont"	"50"	"February"	"2"	"2020"	"2020"	378
	"Vermont"	"50"	"February"	"2"	"2021"	"2021"	361
	"Vermont"	"50"	"February"	"2"	"2022"	"2022"	359
"Total"	"Vermont"	"50"	"February"	"2"			2712
	"Vermont"	"50"	"March"	"3"	"2016"	"2016"	474
	"Vermont"	"50"	"March"	"3"	"2017"	"2017"	448
	"Vermont"	"50"	"March"	"3"	"2018"	"2018"	473
	"Vermont"	"50"	"March"	"3"	"2019"	"2019"	453
	"Vermont"	"50"	"March"	"3"	"2020"	"2020"	465
	"Vermont"	"50"	"March"	"3"	"2021"	"2021"	423
	"Vermont"	"50"	"March"	"3"	"2022"	"2022"	469
"Total"	"Vermont"	"50"	"March"	"3"			3205
	"Vermont"	"50"	"April"	"4"	"2016"	"2016"	477
	"Vermont"	"50"	"April"	"4"	"2017"	"2017"	487
	"Vermont"	"50"	"April"	"4"	"2018"	"2018"	431
	"Vermont"	"50"	"April"	"4"	"2019"	"2019"	443
	"Vermont"	"50"	"April"	"4"	"2020"	"2020"	409
	"Vermont"	"50"	"April"	"4"	"2021"	"2021"	468
	"Vermont"	"50"	"April"	"4"	"2022"	"2022"	437
"Total"	"Vermont"	"50"	"April"	"4"			3152
	"Vermont"	"50"	"May"	"5"	"2016"	"2016"	503
	"Vermont"	"50"	"May"	"5"	"2017"	"2017"	479
	"Vermont"	"50"	"May"	"5"	"2018"	"2018"	442
	"Vermont"	"50"	"May"	"5"	"2019"	"2019"	466
	"Vermont"	"50"	"May"	"5"	"2020"	"2020"	460
	"Vermont"	"50"	"May"	"5"	"2021"	"2021"	446
	"Vermont"	"50"	"May"	"5"	"2022"	"2022"	466
"Total"	"Vermont"	"50"	"May"	"5"			3262
	"Vermont"	"50"	"June"	"6"	"2016"	"2016"	524
	"Vermont"	"50"	"June"	"6"	"2017"	"2017"	551
	"Vermont"	"50"	"June"	"6"	"2018"	"2018"	471
	"Vermont"	"50"	"June"	"6"	"2019"	"2019"	508
	"Vermont"	"50"	"June"	"6"	"2020"	"2020"	442
	"Vermont"	"50"	"June"	"6"	"2021"	"2021"	523
	"Vermont"	"50"	"June"	"6"	"2022"	"2022"	491
"Total"	"Vermont"	"50"	"June"	"6"			3510
	"Vermont"	"50"	"July"	"7"	"2016"	"2016"	541
	"Vermont"	"50"	"July"	"7"	"2017"	"2017"	481
	"Vermont"	"50"	"July"	"7"	"2018"	"2018"	513
	"Vermont"	"50"	"July"	"7"	"2019"	"2019"	495
	"Vermont"	"50"	"July"	"7"	"2020"	"2020"	471
	"Vermont"	"50"	"July"	"7"	"2021"	"2021"	514
	"Vermont"	"50"	"July"	"7"	"2022"	"2022"	471
"Total"	"Vermont"	"50"	"July"	"7"			3486
	"Vermont"	"50"	"August"	"8"	"2016"	"2016"	548
	"Vermont"	"50"	"August"	"8"	"2017"	"2017"	514
	"Vermont"	"50"	"August"	"8"	"2018"	"2018"	508
	"Vermont"	"50"	"August"	"8"	"2019"	"2019"	459
	"Vermont"	"50"	"August"	"8"	"2020"	"2020"	484
	"Vermont"	"50"	"August"	"8"	"2021"	"2021"	540
	"Vermont"	"50"	"August"	"8"	"2022"	"2022"	474
"Total"	"Vermont"	"50"	"August"	"8"			3527
	"Vermont"	"50"	"September"	"9"	"2016"	"2016"	486
	"Vermont"	"50"	"September"	"9"	"2017"	"2017"	468
	"Vermont"	"50"	"September"	"9"	"2018"	"2018"	438
	"Vermont"	"50"	"September"	"9"	"2019"	"2019"	461
	"Vermont"	"50"	"September"	"9"	"2020"	"2020"	432
	"Vermont"	"50"	"September"	"9"	"2021"	"2021"	469
	"Vermont"	"50"	"September"	"9"	"2022"	"2022"	464
"Total"	"Vermont"	"50"	"September"	"9"			3218
	"Vermont"	"50"	"October"	"10"	"2016"	"2016"	462
	"Vermont"	"50"	"October"	"10"	"2017"	"2017"	490
	"Vermont"	"50"	"October"	"10"	"2018"	"2018"	482
	"Vermont"	"50"	"October"	"10"	"2019"	"2019"	445
	"Vermont"	"50"	"October"	"10"	"2020"	"2020"	394
	"Vermont"	"50"	"October"	"10"	"2021"	"2021"	427
	"Vermont"	"50"	"October"	"10"	"2022"	"2022"	418
"Total"	"Vermont"	"50"	"October"	"10"			3118
	"Vermont"	"50"	"November"	"11"	"2016"	"2016"	420
	"Vermont"	"50"	"November"	"11"	"2017"	"2017"	457
	"Vermont"	"50"	"November"	"11"	"2018"	"2018"	426
	"Vermont"	"50"	"November"	"11"	"2019"	"2019"	406
	"Vermont"	"50"	"November"	"11"	"2020"	"2020"	369
	"Vermont"	"50"	"November"	"11"	"2021"	"2021"	390
	"Vermont"	"50"	"November"	"11"	"2022"	"2022"	408
"Total"	"Vermont"	"50"	"November"	"11"			2876
	"Vermont"	"50"	"December"	"12"	"2016"	"2016"	451
	"Vermont"	"50"	"December"	"12"	"2017"	"2017"	400
	"Vermont"	"50"	"December"	"12"	"2018"	"2018"	443
	"Vermont"	"50"	"December"	"12"	"2019"	"2019"	406
	"Vermont"	"50"	"December"	"12"	"2020"	"2020"	403
	"Vermont"	"50"	"December"	"12"	"2021"	"2021"	423
	"Vermont"	"50"	"December"	"12"	"2022"	"2022"	407
"Total"	"Vermont"	"50"	"December"	"12"			2933
"Total"	"Vermont"	"50"					38037
	"Virginia"	"51"	"January"	"1"	"2016"	"2016"	8218
	"Virginia"	"51"	"January"	"1"	"2017"	"2017"	8119
	"Virginia"	"51"	"January"	"1"	"2018"	"2018"	8297
	"Virginia"	"51"	"January"	"1"	"2019"	"2019"	8010
	"Virginia"	"51"	"January"	"1"	"2020"	"2020"	7894
	"Virginia"	"51"	"January"	"1"	"2021"	"2021"	7304
	"Virginia"	"51"	"January"	"1"	"2022"	"2022"	7600
"Total"	"Virginia"	"51"	"January"	"1"			55442
	"Virginia"	"51"	"February"	"2"	"2016"	"2016"	8057
	"Virginia"	"51"	"February"	"2"	"2017"	"2017"	7214
	"Virginia"	"51"	"February"	"2"	"2018"	"2018"	7398
	"Virginia"	"51"	"February"	"2"	"2019"	"2019"	7193
	"Virginia"	"51"	"February"	"2"	"2020"	"2020"	7489
	"Virginia"	"51"	"February"	"2"	"2021"	"2021"	6946
	"Virginia"	"51"	"February"	"2"	"2022"	"2022"	7316
"Total"	"Virginia"	"51"	"February"	"2"			51613
	"Virginia"	"51"	"March"	"3"	"2016"	"2016"	8680
	"Virginia"	"51"	"March"	"3"	"2017"	"2017"	8377
	"Virginia"	"51"	"March"	"3"	"2018"	"2018"	8360
	"Virginia"	"51"	"March"	"3"	"2019"	"2019"	8165
	"Virginia"	"51"	"March"	"3"	"2020"	"2020"	7889
	"Virginia"	"51"	"March"	"3"	"2021"	"2021"	8063
	"Virginia"	"51"	"March"	"3"	"2022"	"2022"	7808
"Total"	"Virginia"	"51"	"March"	"3"			57342
	"Virginia"	"51"	"April"	"4"	"2016"	"2016"	8271
	"Virginia"	"51"	"April"	"4"	"2017"	"2017"	7674
	"Virginia"	"51"	"April"	"4"	"2018"	"2018"	8029
	"Virginia"	"51"	"April"	"4"	"2019"	"2019"	7864
	"Virginia"	"51"	"April"	"4"	"2020"	"2020"	7723
	"Virginia"	"51"	"April"	"4"	"2021"	"2021"	7793
	"Virginia"	"51"	"April"	"4"	"2022"	"2022"	7572
"Total"	"Virginia"	"51"	"April"	"4"			54926
	"Virginia"	"51"	"May"	"5"	"2016"	"2016"	8773
	"Virginia"	"51"	"May"	"5"	"2017"	"2017"	8441
	"Virginia"	"51"	"May"	"5"	"2018"	"2018"	8505
	"Virginia"	"51"	"May"	"5"	"2019"	"2019"	8276
	"Virginia"	"51"	"May"	"5"	"2020"	"2020"	7938
	"Virginia"	"51"	"May"	"5"	"2021"	"2021"	7916
	"Virginia"	"51"	"May"	"5"	"2022"	"2022"	7777
"Total"	"Virginia"	"51"	"May"	"5"			57626
	"Virginia"	"51"	"June"	"6"	"2016"	"2016"	8638
	"Virginia"	"51"	"June"	"6"	"2017"	"2017"	8521
	"Virginia"	"51"	"June"	"6"	"2018"	"2018"	8349
	"Virginia"	"51"	"June"	"6"	"2019"	"2019"	7787
	"Virginia"	"51"	"June"	"6"	"2020"	"2020"	7930
	"Virginia"	"51"	"June"	"6"	"2021"	"2021"	8395
	"Virginia"	"51"	"June"	"6"	"2022"	"2022"	8182
"Total"	"Virginia"	"51"	"June"	"6"			57802
	"Virginia"	"51"	"July"	"7"	"2016"	"2016"	8862
	"Virginia"	"51"	"July"	"7"	"2017"	"2017"	8653
	"Virginia"	"51"	"July"	"7"	"2018"	"2018"	8679
	"Virginia"	"51"	"July"	"7"	"2019"	"2019"	8629
	"Virginia"	"51"	"July"	"7"	"2020"	"2020"	8438
	"Virginia"	"51"	"July"	"7"	"2021"	"2021"	8469
	"Virginia"	"51"	"July"	"7"	"2022"	"2022"	8459
"Total"	"Virginia"	"51"	"July"	"7"			60189
	"Virginia"	"51"	"August"	"8"	"2016"	"2016"	9372
	"Virginia"	"51"	"August"	"8"	"2017"	"2017"	9232
	"Virginia"	"51"	"August"	"8"	"2018"	"2018"	9036
	"Virginia"	"51"	"August"	"8"	"2019"	"2019"	8813
	"Virginia"	"51"	"August"	"8"	"2020"	"2020"	8429
	"Virginia"	"51"	"August"	"8"	"2021"	"2021"	8525
	"Virginia"	"51"	"August"	"8"	"2022"	"2022"	8925
"Total"	"Virginia"	"51"	"August"	"8"			62332
	"Virginia"	"51"	"September"	"9"	"2016"	"2016"	8870
	"Virginia"	"51"	"September"	"9"	"2017"	"2017"	8994
	"Virginia"	"51"	"September"	"9"	"2018"	"2018"	8717
	"Virginia"	"51"	"September"	"9"	"2019"	"2019"	8707
	"Virginia"	"51"	"September"	"9"	"2020"	"2020"	8110
	"Virginia"	"51"	"September"	"9"	"2021"	"2021"	8590
	"Virginia"	"51"	"September"	"9"	"2022"	"2022"	8140
"Total"	"Virginia"	"51"	"September"	"9"			60128
	"Virginia"	"51"	"October"	"10"	"2016"	"2016"	8320
	"Virginia"	"51"	"October"	"10"	"2017"	"2017"	8723
	"Virginia"	"51"	"October"	"10"	"2018"	"2018"	8513
	"Virginia"	"51"	"October"	"10"	"2019"	"2019"	8129
	"Virginia"	"51"	"October"	"10"	"2020"	"2020"	8068
	"Virginia"	"51"	"October"	"10"	"2021"	"2021"	8092
	"Virginia"	"51"	"October"	"10"	"2022"	"2022"	7887
"Total"	"Virginia"	"51"	"October"	"10"			57732
	"Virginia"	"51"	"November"	"11"	"2016"	"2016"	8045
	"Virginia"	"51"	"November"	"11"	"2017"	"2017"	8286
	"Virginia"	"51"	"November"	"11"	"2018"	"2018"	8071
	"Virginia"	"51"	"November"	"11"	"2019"	"2019"	7907
	"Virginia"	"51"	"November"	"11"	"2020"	"2020"	7328
	"Virginia"	"51"	"November"	"11"	"2021"	"2021"	7683
	"Virginia"	"51"	"November"	"11"	"2022"	"2022"	7873
"Total"	"Virginia"	"51"	"November"	"11"			55193
	"Virginia"	"51"	"December"	"12"	"2016"	"2016"	8354
	"Virginia"	"51"	"December"	"12"	"2017"	"2017"	8157
	"Virginia"	"51"	"December"	"12"	"2018"	"2018"	7889
	"Virginia"	"51"	"December"	"12"	"2019"	"2019"	7949
	"Virginia"	"51"	"December"	"12"	"2020"	"2020"	7513
	"Virginia"	"51"	"December"	"12"	"2021"	"2021"	8049
	"Virginia"	"51"	"December"	"12"	"2022"	"2022"	8091
"Total"	"Virginia"	"51"	"December"	"12"			56002
"Total"	"Virginia"	"51"					686327
	"Washington"	"53"	"January"	"1"	"2016"	"2016"	7265
	"Washington"	"53"	"January"	"1"	"2017"	"2017"	7078
	"Washington"	"53"	"January"	"1"	"2018"	"2018"	7048
	"Washington"	"53"	"January"	"1"	"2019"	"2019"	6814
	"Washington"	"53"	"January"	"1"	"2020"	"2020"	6825
	"Washington"	"53"	"January"	"1"	"2021"	"2021"	6370
	"Washington"	"53"	"January"	"1"	"2022"	"2022"	6625
"Total"	"Washington"	"53"	"January"	"1"			48025
	"Washington"	"53"	"February"	"2"	"2016"	"2016"	6912
	"Washington"	"53"	"February"	"2"	"2017"	"2017"	6613
	"Washington"	"53"	"February"	"2"	"2018"	"2018"	6406
	"Washington"	"53"	"February"	"2"	"2019"	"2019"	6399
	"Washington"	"53"	"February"	"2"	"2020"	"2020"	6542
	"Washington"	"53"	"February"	"2"	"2021"	"2021"	6131
	"Washington"	"53"	"February"	"2"	"2022"	"2022"	6283
"Total"	"Washington"	"53"	"February"	"2"			45286
	"Washington"	"53"	"March"	"3"	"2016"	"2016"	7643
	"Washington"	"53"	"March"	"3"	"2017"	"2017"	7301
	"Washington"	"53"	"March"	"3"	"2018"	"2018"	7371
	"Washington"	"53"	"March"	"3"	"2019"	"2019"	7270
	"Washington"	"53"	"March"	"3"	"2020"	"2020"	7043
	"Washington"	"53"	"March"	"3"	"2021"	"2021"	6916
	"Washington"	"53"	"March"	"3"	"2022"	"2022"	7044
"Total"	"Washington"	"53"	"March"	"3"			50588
	"Washington"	"53"	"April"	"4"	"2016"	"2016"	7317
	"Washington"	"53"	"April"	"4"	"2017"	"2017"	7187
	"Washington"	"53"	"April"	"4"	"2018"	"2018"	7016
	"Washington"	"53"	"April"	"4"	"2019"	"2019"	6936
	"Washington"	"53"	"April"	"4"	"2020"	"2020"	6850
	"Washington"	"53"	"April"	"4"	"2021"	"2021"	7082
	"Washington"	"53"	"April"	"4"	"2022"	"2022"	6861
"Total"	"Washington"	"53"	"April"	"4"			49249
	"Washington"	"53"	"May"	"5"	"2016"	"2016"	7815
	"Washington"	"53"	"May"	"5"	"2017"	"2017"	7674
	"Washington"	"53"	"May"	"5"	"2018"	"2018"	7368
	"Washington"	"53"	"May"	"5"	"2019"	"2019"	7522
	"Washington"	"53"	"May"	"5"	"2020"	"2020"	7095
	"Washington"	"53"	"May"	"5"	"2021"	"2021"	7238
	"Washington"	"53"	"May"	"5"	"2022"	"2022"	7043
"Total"	"Washington"	"53"	"May"	"5"			51755
	"Washington"	"53"	"June"	"6"	"2016"	"2016"	7975
	"Washington"	"53"	"June"	"6"	"2017"	"2017"	7495
	"Washington"	"53"	"June"	"6"	"2018"	"2018"	7320
	"Washington"	"53"	"June"	"6"	"2019"	"2019"	7224
	"Washington"	"53"	"June"	"6"	"2020"	"2020"	7129
	"Washington"	"53"	"June"	"6"	"2021"	"2021"	7200
